PATIENT_ID,UBE2T,PTTG1,PGR,MKI67,MIA,MAPT,KRT17,KRT14,KIF2C,ESR1,CCNE1,CENPF,CEP55,FGFR4,MMP11,SFRP1,TMEM45B,TYMS,ERBB2,BCL2,CCNB1,CDC20,NAT1,RRM2,UBE2C,ACTR3B,ANLN,BAG1,BIRC5,BLVRA,CDC6,CDH3,CXXC5,EGFR,EXO1,FOXA1,FOXC1,GPR160,GRB7,KRT5,MDM2,MELK,MLPH,MYBL2,MYC,PHGDH,SLC39A6,NUF2,ORC6,NDC80
TCGA-BH-A0BJ,177.8894,200.8428,5576.7453,740.6079,51.2687,4275.0829,813.4134,827.7593,185.0623,6003.0485,46.9829,1137.6311,109.029,30.8437,8032.637,3245.0462,177.5307,231.2346,8190.0834,2635.3448,632.6549,241.37,14250.8742,620.1022,163.5434,140.9486,278.3108,1668.3153,115.2802,2466.4216,150.6321,716.9371,749.2155,376.5767,140.2313,6344.1227,179.3239,1718.9994,403.8375,1724.3791,1764.189,128.7546,3791.2669,204.7879,844.6158,797.6329,35855.8235,102.2147,59.5356,149.5562
TCGA-BH-A0BL,344.9911,525.2375,125.7926,5345.3862,205.6056,106.9928,17256.2418,812.7808,593.9318,117.3274,376.6026,5183.6812,801.2304,49.545,20685.1797,2418.8891,4.8633,1452.2423,3518.9092,582.9894,1157.4679,735.5757,217.3292,850.7754,612.4732,893.6333,1397.8978,441.5491,525.0491,738.9193,452.8958,7354.2375,296.358,831.31,368.0918,71.1259,3517.0854,159.8813,309.7321,8685.5687,1319.173,498.7933,353.5019,1586.959,1541.9734,2480.8963,3643.5315,697.8851,313.6835,727.0649
TCGA-BH-A0BM,68.1529,60.5096,303.8217,131.8471,186.6242,1433.121,4957.9618,5154.1401,28.0255,6447.7707,14.0127,178.9809,43.949,54.1401,3348.4076,11893.6306,294.9045,127.6306,6666.879,2085.9873,242.6752,71.9745,6871.3376,83.4395,49.6815,371.9745,32.4841,2486.2739,31.2229,770.7006,43.3121,836.3057,627.3885,498.707,16.5605,8838.8535,353.5032,2425.4777,431.8471,7590.4459,1972.6115,12.7389,8953.5032,27.3885,1535.6688,1173.2484,16687.8981,10.1911,11.465,29.9363
TCGA-BH-A0BO,43.5348,48.0832,1862.193,345.3541,54.9545,3889.5387,11838.8564,6843.0799,47.4334,10528.59,17.5439,397.6608,70.5003,39.961,2166.3418,2809.6166,282.0013,182.154,6377.5179,1967.8363,171.54,50.0325,4035.0877,164.3925,36.7122,125.0812,198.5055,1587.3684,25.1559,1192.0078,90.9682,1938.5965,551.332,753.7362,24.3665,3142.95,686.1598,734.5679,304.4185,11662.768,1768.681,44.5094,5773.5543,52.3067,9113.0604,959.7141,15665.0422,38.9864,16.8941,29.5647
TCGA-BH-A0BP,154.9649,135.9077,132.3972,850.0502,124.2377,1561.6851,2873.1194,3856.5697,251.2538,12322.4674,37.1113,838.5155,109.328,68.2046,4128.3852,2985.4564,39.6189,335.4363,3139.9198,2726.68,304.9147,362.0863,5981.9458,549.1474,312.9388,162.4875,366.5998,1012.9188,141.7803,1440.321,73.7212,1544.6339,993.9819,329.9549,109.8295,5759.7793,197.5928,880.6419,190.0702,3072.7182,1992.4774,88.7663,7675.5266,444.8345,1788.8666,703.6108,19679.0371,49.6489,35.1053,49.6489
TCGA-BH-A0BQ,211.8612,172.6622,2051.1057,619.2507,153.5294,3505.9761,4229.2907,3946.498,201.1281,5026.3368,42.9322,1041.5731,137.6631,109.1972,16716.9681,2888.592,271.593,406.2415,11434.4379,2308.0737,445.6552,230.5274,5570.9228,391.5232,138.1298,170.3289,223.0609,2957.0223,132.3106,907.1766,157.2626,1400.4305,551.1191,248.7269,94.7309,6131.3749,231.4607,687.3822,699.0486,4180.7587,1419.0967,126.9301,5003.0041,330.8581,2874.5924,604.7844,21864.6352,112.4638,24.266,111.9971
TCGA-BH-A0BR,166.5236,279.3991,54.9356,2118.0258,13.7339,609.0129,1298.7124,681.9742,600.8584,1478.97,1362.6609,1201.2876,364.8069,126.6094,28933.9056,313.7339,106.867,530.103,5895.279,308.1545,1154.9356,845.9227,633.0472,1395.7082,553.6481,144.6352,693.133,909.927,326.5451,1854.0773,271.2446,2275.1073,683.691,296.5665,143.3476,5442.9185,211.1588,4145.4936,343.7768,860.9442,1554.0773,193.9914,3873.3906,1368.6695,578.97,1327.0386,15356.2232,131.3305,192.2747,235.6223
TCGA-BH-A0BS,178.0231,163.4575,1592.154,1455.5812,12.6235,5162.9922,475.8071,835.7373,233.6957,36832.3225,30.1021,1745.9206,288.3973,12.2998,1139.3475,849.9792,119.1136,374.7191,11005.3852,2569.3582,723.0973,290.0157,15770.9005,1243.2483,207.1541,97.1035,434.0526,1330.8647,206.9696,3489.5755,328.5335,119.761,567.408,70.8855,140.4764,7852.4351,73.7986,3726.1844,178.0231,766.4702,3027.363,227.2222,3896.1155,228.5169,388.7376,606.8968,160679.077,172.5205,29.7784,213.304
TCGA-BH-A0BT,325.954,134.2163,6497.9963,506.1874,40.9053,2722.6745,2290.1144,1526.6151,209.3775,7339.3334,32.2119,840.1943,162.977,1451.0705,8134.6612,561.4078,203.6254,200.0322,15643.8742,194.422,415.3037,274.1848,138.4346,376.9562,365.4519,113.1252,272.6509,1896.2124,211.989,2512.1466,225.4835,1155.7945,450.2,95.8688,134.2163,11841.7167,100.854,1694.1938,453.6513,1549.2401,1443.401,189.8203,6496.0713,456.3356,1057.6248,1407.7378,5487.9148,125.0129,30.678,105.8392
TCGA-BH-A0BV,318.4958,245.5871,5762.3523,1811.5886,6.1627,1410.2072,190.7137,304.6815,262.855,20472.3715,26.8611,2004.9885,212.9701,7.6746,6533.0008,255.1804,39.1404,426.086,6117.0376,2517.2678,751.7268,381.0437,600.1535,401.7652,392.5556,139.2939,352.264,1961.0975,187.6055,2223.3308,219.4935,125.0959,937.8358,110.1305,134.6892,9798.5418,89.0253,859.1711,463.5457,230.2379,1746.7383,163.4689,4862.6247,321.1819,1334.2287,214.505,134440.9056,276.6692,101.3047,168.0737
TCGA-BH-A0BW,438.8357,253.5004,10.3169,3008.843,2288.9278,6.6323,5959.101,1665.8069,770.0811,292.5571,336.0354,3517.3176,560.059,48.6367,1445.4679,1267.1334,8.4746,1470.9985,6166.1754,472.3655,542.7413,735.8143,85.8511,1900.8843,571.8497,60.7959,1874.3552,276.7097,850.3943,893.5151,854.4584,18216.6544,350.7738,1189.3699,652.5424,309.1378,2317.6124,180.5453,560.4274,79.9558,5022.1076,278.5556,132.6455,726.6028,535.0037,1590.2727,3667.6492,438.8357,262.3434,573.692
TCGA-BH-A0BZ,448.6376,588.1199,57.3628,2173.749,16.605,217.9787,1194.6562,827.8361,1086.2707,6882.0288,108.0836,2398.0678,525.3227,1664.1256,11174.2773,183.561,40.4559,902.1662,6721.111,471.5828,1501.6982,1042.1919,536.7952,1965.7333,1673.7867,221.2997,1044.3052,1562.838,763.7497,1228.772,795.8336,441.6937,1479.3569,99.3283,340.554,5235.1121,84.5347,1111.933,586.3084,1037.3613,3323.4206,819.9864,6223.564,3182.127,632.5006,100.5359,12253.906,430.2211,260.548,413.6161
TCGA-BH-A0C0,710.8269,449.0635,725.3449,3513.4765,4.2165,2563.7277,2746.0027,657.8346,1424.3947,11930.1051,65.3266,3205.1165,873.0014,228.8716,3383.7369,48.4239,158.9767,684.5272,9994.518,1266.7885,1118.3189,1435.3586,2208.7711,1555.9616,966.1946,306.5327,687.0717,711.1923,945.9662,744.6323,989.0361,218.8214,917.3138,53.4491,425.7652,5252.6268,37.46,1390.1325,461.3979,8384.6505,1807.2179,416.1718,1830.0594,2019.6437,2350.3883,2134.7647,11324.8058,370.4888,95.0206,311.101
TCGA-BH-A0C1,456.3515,327.7553,5504.1398,3008.4906,9.2325,3201.7146,189.9266,240.7056,262.7978,7843.7062,60.0115,4740.9117,366.0045,246.9706,11090.9241,440.854,81.774,516.6367,7623.7738,924.5734,1084.824,251.5868,3893.496,1221.6635,345.561,242.684,1169.2358,1076.429,154.2461,1051.5209,256.5328,320.8309,982.2768,232.1326,373.2586,10651.7187,148.3802,979.3092,573.407,342.9231,1778.2541,277.6358,6583.7936,640.0132,3249.1963,443.8216,11380.4303,285.2197,43.8546,282.2521
TCGA-BH-A0C3,366.7513,302.0305,388.1134,3052.0305,1.7174,308.7986,76.1421,101.9459,462.3519,4108.291,116.7513,2587.9865,496.6159,28.3418,14825.7191,1828.6802,40.6091,359.632,6266.0745,2798.2234,746.6159,552.8765,1287.6481,2051.1844,384.5178,95.6007,836.2944,776.6032,443.7563,2574.4501,625.2115,79.1032,715.313,1030.4399,208.5448,3945.0085,172.5888,605.3299,177.242,248.308,2035.956,158.6294,3301.6074,834.6024,1637.4788,1074.8731,57497.4619,267.3435,59.6447,184.8562
TCGA-BH-A0C7,893.52,608.2709,192.7138,8047.6718,22.437,5642.2012,679.9088,574.1452,785.1514,25785.477,337.6099,5412.6994,1206.9033,15.3696,5874.829,1976.4246,16.1511,823.7708,10798.3067,2161.3807,1679.4529,748.6812,4904.9821,3660.5666,1001.6281,214.1322,1537.7401,1352.5679,765.4966,740.8662,1577.8574,690.0684,894.8225,302.7027,383.4582,7632.9534,117.4862,1795.8971,505.1123,1214.9788,1936.8284,493.3898,5284.5327,880.2345,3472.4845,1676.0664,80467.6001,590.2963,157.6034,403.5168
TCGA-BH-A0DD,1110.2941,785.014,17116.5966,8783.6134,1.4741,6690.4762,4.2017,0.7003,1600.4902,17545.5182,69.6779,10022.7591,1357.1429,34.6639,11049.0196,24.5098,24.5098,1562.1884,36488.0952,4535.7143,2250.3501,1542.0168,9504.2017,1256.6527,1009.4538,221.2885,2938.0252,1018.4384,519.6043,1530.4622,5500,315.1261,1011.9048,30.112,901.9608,7414.916,28.7115,1054.2717,2496.4986,49.7199,2060.9244,795.1681,3458.3333,2711.1345,2055.6723,1490.8964,75024.5098,601.1905,271.3585,836.8347
TCGA-BH-A0DE,184.8488,188.0427,1661.3315,670.3264,125.765,3081.3454,1988.2224,2941.2117,105.0005,7704.5613,15.5704,795.6882,135.7421,48.3082,5865.6553,2811.059,196.0275,366.4118,11889.8094,3683.0023,382.4733,102.6051,4116.5785,302.625,192.0351,105.799,239.5449,2869.0209,177.7143,1591.7756,154.1072,828.426,1002.8945,315.0015,53.8976,6837.8082,453.5383,855.1752,699.8702,3354.0273,1971.4542,121.7686,8361.3135,134.1451,2436.1713,180.8564,107014.2729,124.5633,36.331,104.202
TCGA-BH-A0DG,483.6094,317.6813,180.1028,2638.1726,66.3545,355.6197,1423.7294,1376.6192,354.7859,4270.7712,50.8624,1804.3633,341.4449,261.8161,17382.4225,3118.8637,240.9709,277.0665,4630.5599,1120.6397,921.7762,556.5677,1308.6637,993.4838,469.0177,133.4095,550.3141,1082.7014,738.5716,1900.2514,180.1028,569.0748,1038.5095,438.5712,189.6916,6406.1568,150.9195,1005.1571,379.8001,1841.4678,1567.9784,230.9652,5368.4812,385.6368,1228.618,326.8532,20402.8967,263.0668,98.3895,126.3221
TCGA-BH-A0DH,355.6643,307.4896,2456.9063,1325.9315,32.7437,2681.2194,2031.991,1167.1058,467.8209,12203.6131,24.0873,1283.7787,252.5405,385.3971,3753.4814,609.7102,2250.2823,408.758,9785.4723,777.9451,745.5777,389.1607,4358.6752,703.4249,398.1935,193.8276,409.8607,3572.134,182.2958,4982.3109,377.4934,2071.8856,1428.3026,60.5947,135.4912,7704.9304,75.2729,2257.4332,357.9225,1472.3372,2931.1253,191.1931,6229.9586,155.4385,226.9477,1369.2134,25690.6285,101.242,60.2183,78.2838
TCGA-BH-A0DI,136.9368,213.7045,686.2154,1024.9516,112.9729,1757.7712,3440.8495,4043.7866,176.773,3810.994,48.9653,898.3887,148.9707,346.9067,25059.0281,3823.0278,6.2244,328.9763,9366.8953,1597.1816,455.6262,213.2895,527.8293,549.4072,134.4471,164.3242,226.1533,751.6381,163.652,1010.013,225.3234,1688.4728,1048.1893,514.9655,134.0321,4081.133,212.8746,2869.0344,420.3546,4635.9347,1606.3107,75.1078,5096.5405,256.8603,1606.7257,1070.1822,6569.649,70.9582,47.7204,126.9778
TCGA-BH-A0DK,498.6499,636.3636,2536.8227,2944.6445,44.1044,153.9154,4608.0108,1543.6544,546.8047,5743.9244,78.3078,2146.7147,538.7039,136.8137,17192.1692,2141.7642,255.6256,880.36,3088.6589,3164.7165,952.2952,711.0711,1519.802,1506.7507,909.541,107.1107,552.6553,3614.1539,590.315,2075.6076,329.4329,1408.1908,1929.3429,552.6553,367.2367,5471.1971,423.9424,966.2466,273.6274,11697.5698,2134.5635,400.5401,7608.0108,2047.2547,3000,917.6418,63855.5356,320.8821,88.6589,370.387
TCGA-BH-A0DL,630.945,765.596,12.971,4020.6918,5.0741,67.0167,13110.5621,4198.5794,1637.1217,1836.3187,117.3564,5491.0439,1044.4719,15.7505,1831.9951,631.5627,461.3959,763.4002,2005.2502,208.7708,1847.7455,1614.5769,66.0902,4514.5151,927.4243,119.8271,1663.6813,654.092,312.1649,923.7183,745.5219,8849.2897,587.3996,25887.5324,666.7696,27.7949,2481.47,67.3255,444.4101,63559.2959,2055.5899,468.4991,749.5368,2038.9129,2314.7004,3969.7344,3876.1581,637.1217,374.614,708.462
TCGA-BH-A0DO,161.0665,52.9584,5188.9847,298.0278,161.3842,4627.8305,2678.2323,5252.374,57.3411,30253.4697,30.3141,655.9533,44.1928,47.4799,349.8904,6739.2257,119.7955,133.0314,8062.4543,2246.5303,272.4617,69.3937,3156.6837,193.572,56.2454,224.2513,135.1351,982.9657,28.0716,417.458,105.1863,1331.2637,813.7327,440.1023,52.5931,10122.3521,250.9131,1567.5676,683.7107,4552.2279,1581.8115,40.5405,10586.9248,57.3411,1531.4098,1074.1417,33811.9065,51.1322,22.279,28.8532
TCGA-BH-A0DP,186.0266,204.4578,10893.8534,716.6738,204.4578,3493.3562,2837.9769,4934.4192,180.4544,15975.1393,35.1479,1945.9923,120.4458,34.7192,5692.6704,3702.9576,786.1123,392.4132,6418.7741,2468.9241,595.3708,284.6121,3697.3853,325.7608,149.1642,228.0326,631.3759,1099.8586,92.7561,2010.2872,124.7321,1723.5319,762.5375,264.0206,137.1625,7601.3716,272.6104,1380.6258,491.6417,4474.0677,1517.7883,138.0197,5447.9211,156.0223,2409.3442,1084.4406,23827.6897,99.0141,28.7184,136.3052
TCGA-BH-A0DQ,392.7258,276.2566,3567.9608,1264.8141,42.1373,3349.8161,564.7732,870.8623,488.7617,6064.5689,32.2844,1350.2248,311.4017,131.9984,33822.64,1426.6449,96.036,869.1336,4361.2587,1232.9383,938.7004,758.4798,3595.423,484.6751,744.1765,119.3298,618.7168,1327.5235,227.593,1751.5325,312.6277,385.3698,1471.1892,206.3752,171.6387,5462.1986,198.6105,1045.3617,447.0781,582.7544,3351.0421,134.859,6480.5885,468.7372,660.8092,432.7748,6005.3126,288.9252,85.002,309.3584
TCGA-BH-A0DS,143.543,175.228,2669.6495,492.0787,3.1109,1676.4282,138.2621,37.446,85.9337,10770.5233,39.3663,513.2021,176.6683,43.2069,15817.0907,359.0975,637.542,347.4652,7791.1666,998.0797,503.1205,212.194,8040.3265,458.9534,150.7441,249.6399,740.2784,1381.9395,78.9918,976.9563,93.1349,594.8152,619.7792,49.928,37.9261,9636.5819,91.6947,1032.1651,594.3351,21.1234,1729.2367,144.023,7924.6279,136.8219,573.2117,531.9251,49888.1421,97.9357,18.723,79.6928
TCGA-BH-A0DT,231.0177,119.572,9071.7983,1005.3333,73.0395,4700.4557,3005.552,2920.0329,196.5779,8076.7195,33.6659,1374.8843,275.1316,58.8186,10717.7511,2634.8401,141.242,386.4032,9037.552,5070.7806,463.1963,192.7082,15891.4642,287.1275,143.9507,213.2173,327.3718,3483.36,129.7801,1175.2107,159.4293,1426.7375,645.4565,320.7896,97.902,7024.5635,175.2948,958.1237,672.157,3268.6877,2035.4324,118.7981,5901.98,260.04,3045.4093,192.3213,61113.277,169.4904,23.2179,167.9425
TCGA-BH-A0DV,95.231,76.78,781.1919,454.1329,61.305,2017.1118,3061.0818,2588.2003,83.3271,6940.8526,7.7375,595.789,85.1127,258.0165,8026.1885,5040.994,350.5692,243.6009,7247.3774,1317.4615,252.6598,130.9426,2915.8545,216.6505,74.3992,128.8595,206.8298,1232.2744,50.0766,790.715,54.1626,826.4266,608.5857,498.1742,49.9963,4506.2123,591.9202,856.4839,339.2605,3634.551,1304.0696,51.7819,5970.9843,81.5416,2962.5772,611.5616,8782.0847,38.6876,11.9039,71.4233
TCGA-BH-A0DX,240.4168,370.6736,122.8135,2180.8709,12.7019,1710.8299,248.6044,308.5225,441.7566,19499.0696,87.4581,2013.0257,280.9825,181.9873,6976.1816,551.1723,385.9323,316.1593,3076.6654,1101.9725,1110.16,726.8329,8987.7186,876.8143,499.0696,184.2203,579.4566,906.2151,391.6785,1406.029,117.2311,251.5817,678.4518,160.4019,186.0811,7744.3245,276.8887,892.8173,161.5184,451.805,1937.1046,280.2382,8244.1384,589.505,1426.498,1020.8411,8480.8336,213.249,164.8679,149.6092
TCGA-BH-A0DZ,589.8305,972.8814,545.7627,4138.1356,39.8305,795.7627,3122.8814,1971.1864,479.661,1672.8814,61.0169,2146.6102,765.2542,367.7966,18550.8475,340.678,1503.3898,1508.5424,41293.2203,1186.4407,2409.322,518.6441,9093.2203,2949.1525,1174.5763,53.3898,807.6271,1168.4831,316.5339,2660.1695,300,2021.1864,1115.2542,219.4915,274.5763,5372.0339,148.3051,1533.8983,3044.9153,1686.4407,1343.2203,533.0508,6007.6271,1421.1864,1343.2203,1000,20409.322,298.3051,146.6102,244.9153
TCGA-BH-A0E0,540.5241,1187.6904,24.9848,6146.8617,1.3346,274.8324,37653.2602,1935.4052,1542.9616,373.5527,1104.2048,4459.4759,1171.8464,121.8769,2647.1664,56.0634,35.9537,793.3638,4283.9732,330.8958,2610.6033,1936.0146,27.4223,4156.6118,2071.298,1275.4418,2460.6947,1482.3278,428.1231,1533.2115,451.5539,282.7544,555.1493,1701.3833,255.3321,208.4095,1346.1304,59.1103,555.1493,2277.27,1159.0494,1006.7032,182.8154,1589.8842,1525.2895,3358.9275,3021.9378,1666.0573,175.5027,985.3748
TCGA-BH-A0E1,920.931,1024.6644,28040.3373,4766.194,60.9731,1740.1082,826.3039,1551.25,965.275,10028.0912,75.6224,6291.3127,815.6139,14.6494,4173.4882,2586.6045,372.1733,1364.6487,4844.5879,3001.1423,2101.5914,1117.3118,13443.7711,2704.1955,1116.124,173.8129,1519.9717,8521.6761,482.8513,1287.5613,602.604,665.1608,878.5666,150.453,437.8975,9020.0558,247.8516,690.8962,452.5469,1719.124,2065.9578,511.1444,9670.5672,844.9126,1771.7825,1276.8712,80866.5303,686.541,119.5706,695.6474
TCGA-BH-A0E2,414.0502,830.4553,1509.062,3668.7598,22.763,4026.6876,3880.6907,1819.8587,478.8069,9199.3721,78.1005,2866.9545,940.3454,184.8509,12010.5965,551.8053,60.0471,389.741,3450.5495,3097.3312,2183.281,555.3375,559.6546,528.2575,1412.0879,165.6201,1185.6358,3948.3046,987.1272,699.3721,410.9105,490.1884,1982.3391,111.456,197.4097,7053.3752,204.0816,2036.8917,313.1868,7792.7786,27657.7708,555.73,4953.2967,1015.3061,2425.4317,213.1083,33767.2684,434.4584,131.4757,270.8006
TCGA-BH-A0E6,1700.9346,1301.8692,59.8131,4271.028,2666.0701,185.514,42719.1589,3981.3084,607.4766,413.0841,483.6449,3509.8131,1159.8131,385.514,2381.3084,19309.8131,7.9439,1089.2383,5515.4206,496.729,1785.0467,1757.0093,159.8131,1197.1963,822.4299,1816.8224,601.8692,1002.757,1298.9953,846.729,500,1921.028,328.972,113.0841,545.7944,210.2804,2556.5421,121.4953,304.2056,3752.3364,1228.5047,735.9813,742.9907,1657.0093,1571.4953,9303.271,2095.3271,716.3551,185.514,460.2804
TCGA-BH-A0E7,140.7008,113.654,43515.4023,1220.8456,0.5755,6558.5563,46.3248,14.6743,177.5305,23559.759,25.3204,1280.9815,211.1951,81.1403,5605.0134,20.429,2418.6726,435.1136,7427.506,3886.6797,475.9082,229.0344,1205.0203,301.8305,109.338,119.4087,614.0194,3801.0623,143.5436,1286.7361,140.7008,687.9665,742.9232,30.2118,53.2304,9215.183,32.5137,1339.1033,263.2745,13.5234,2293.5093,103.8711,8684.318,72.5084,187.0256,234.5013,40382.2803,63.5887,71.0697,114.5172
TCGA-BH-A0E9,271.0785,92.011,3952.763,1028.3995,151.2023,3610.3689,9088.9144,11037.7776,89.1799,19240.5556,62.9921,1998.0536,130.9387,197.8236,1069.8045,6724.9403,31.85,393.0779,10206.4939,3375.0332,494.382,120.322,3565.0712,493.6742,171.282,323.1001,382.5533,2073.6725,90.7617,716.6239,187.5608,2408.2102,537.9103,914.8014,171.282,7527.5591,232.1508,1152.9682,551.0042,14917.4555,2351.5881,149.3409,11447.9342,339.7328,2067.4157,927.1875,102716.8008,594.8863,48.8366,117.137
TCGA-BH-A0EA,75.1286,41.1532,611.5564,181.3614,82.3065,1494.4371,8478.0476,10149.5394,32.0613,11664.5532,10.049,315.3487,24.8834,237.349,3029.549,2406.9865,147.3861,137.2796,10512.7408,2869.7213,182.797,21.0552,5513.0997,76.0857,25.3619,213.9012,49.7667,2152.9657,50.7955,776.6479,49.2882,1838.976,553.6547,389.9988,11.9632,6533.3174,300.0359,1117.3585,580.9307,8077.5212,1564.7805,5.7423,5028.3527,39.7177,2044.7422,1638.952,49148.4627,21.0552,11.0061,34.4539
TCGA-BH-A0EB,172.868,183.4047,1874.8238,823.8393,22.4399,2564.0435,936.7797,1250.247,161.3434,31613.7636,31.9394,1195.5878,170.2338,12.8416,19217.9783,602.2391,577.8729,332.3741,6665.4593,2553.836,524.5308,245.9664,11766.2167,407.6391,176.1607,95.1597,301.2842,1336.6743,123.2236,2171.2216,164.9654,535.3968,512.677,122.4893,90.2206,9052.6836,143.2335,1674.0204,230.8199,1185.7096,2014.8173,104.7086,5487.6523,163.9776,545.2749,761.9361,28666.4472,90.8792,49.7201,143.5627
TCGA-BH-A0EE,1317.4895,1717.4895,5.0209,2411.3808,4.8937,71.6318,58.9121,2.0084,1328.5356,293.2218,228.954,3295.7322,3938.0753,18.7448,914.8117,82.3431,941.9247,2018.8519,40399.6653,77.9916,2925.1883,2446.1925,258.7448,1708.4519,884.6862,155.3138,721.3389,2115.2803,256.8201,2396.6527,8568.0335,5651.8828,375.5649,405.6837,388.2845,6079.6653,82.3431,1663.5983,3631.1297,6.3598,1015.2301,2817.0711,3832.636,1317.1548,374.8954,1590.9623,2935.5649,588.1172,209.205,1358.9958
TCGA-BH-A0EI,134.4148,175.7435,257.2422,1551.5643,7.725,3773.6578,280.8034,341.4446,359.5983,6898.8026,52.9162,1099.2661,200.4635,9.27,22736.5778,906.9139,292.0046,417.0645,6488.6056,1880.2626,470.0657,252.6072,113.9436,547.7018,236.771,197.3735,401.6995,2130.6875,104.1251,1535.3418,220.5485,179.9923,870.9927,124.3723,112.7849,8040.1699,607.1842,809.9652,541.5218,378.9108,2901.5064,154.8861,6338.3546,468.9069,519.8919,279.2584,14188.1035,70.6837,91.9274,140.5948
TCGA-BH-A0GY,381.4247,282.2362,11805.7935,1459.8738,11.8801,2518.936,3881.4247,1440.4869,824.1659,4025.248,256.9883,1620.8296,490.532,105.5005,7600.9919,886.835,45.9874,324.8061,5002.2543,397.2047,1535.1668,1404.8693,1563.5708,1073.9405,731.7403,266.9071,1580.7033,841.7583,413.8097,1311.0911,359.3327,1762.8494,1658.7015,181.2444,193.8683,3883.2281,188.0072,825.5185,311.0911,10143.3724,1630.2976,399.0081,2944.0938,573.9405,2528.404,1163.2101,5556.3571,236.6997,293.5077,137.5113
TCGA-BH-A0GZ,463.4533,429.4252,3406.056,473.0387,4.3134,1323.7416,2673.8429,818.1125,202.7309,22723.1118,58.9501,1242.2658,312.0043,45.5306,12282.2321,239.6346,96.8124,292.4453,6371.4049,2376.696,1038.0971,211.3577,6549.2138,450.9923,533.9059,125.0893,443.324,2674.418,304.8296,1834.6425,469.2046,1414.3234,1174.2096,70.9175,207.0443,9861.9225,116.9417,821.9467,391.5629,6492.66,2488.845,286.603,9451.6681,544.9291,410.7337,1225.9706,48682.2493,256.8883,213.7541,262.6395
TCGA-BH-A0H0,863.3519,418.4889,69.4342,2104.2858,2.8043,53.2867,43.5982,59.4766,682.231,13067.8867,65.1282,6495.5931,1078.1134,32.8332,435.4437,195.1154,222.297,1652.9287,7860.3243,3655.5204,1163.6951,909.6414,664.7379,864.9667,611.4513,192.6933,1995.2903,1195.9147,293.8169,2092.7134,659.3554,15.071,1233.3984,39.0231,459.1267,9160.7347,34.9862,3420.5746,700.8006,54.3632,2938.3032,523.7166,16655.0495,571.6208,2313.3957,23.1447,10146.0001,464.2401,106.8425,369.239
TCGA-BH-A0H3,212.6492,76.1536,2719.3449,600.1936,70.7841,1956.1149,1547.2733,2021.6199,117.1346,8366.2472,15.1662,933.8496,121.9748,50.0161,5925.4598,2919.6515,141.3359,206.1375,7991.6102,5697.6444,287.8348,98.4188,7378.8319,288.4802,75.1855,209.4224,196.515,2533.5173,68.606,571.152,310.4227,1134.5595,341.0778,403.3495,91.3198,6465.9568,237.496,1084.8661,307.8412,2427.2346,2435.6244,88.4156,3591.1584,111.6489,2599.5482,310.7454,31253.3075,68.4092,20.9745,85.8341
TCGA-BH-A0H5,131.7109,248.3691,1116.7881,1215.5035,42.426,3271.6989,740.9679,1811.5894,333.0404,6039.1332,51.5554,804.1892,234.0691,383.8432,1656.9232,5183.0123,128.3241,489.1781,6197.9389,2216.5064,455.3434,279.2271,4809.706,785.3733,206.9743,159.5584,249.1218,1282.7814,117.3808,1355.4934,198.319,242.3481,736.4521,289.3877,91.0687,4212.8674,168.2136,1066.8583,275.0876,1882.7133,1855.2422,150.9031,4575.2606,470.3961,2153.6615,651.0282,6810.9591,114.7766,41.7712,178.3742
TCGA-BH-A0H6,119.6269,152.0681,36326.9708,530.8191,4.4891,8434.7121,67.3155,57.5831,201.1354,10611.9221,32.0357,598.9457,165.4501,485.807,24668.2887,94.8905,1225.4663,201.9303,5864.1525,3155.7178,455.3933,240.0649,286.6991,135.442,170.7218,131.7924,749.3917,2056.4842,70.5069,1170.3163,138.2806,359.2863,1151.6626,405.4988,48.6618,8266.0178,170.3163,1154.9067,472.0195,81.914,2403.8929,124.8986,9263.1792,184.9148,1105.0284,62.0438,12856.4477,74.2092,118.0049,47.8508
TCGA-BH-A0H7,543.6638,479.3171,3910.9094,1168.7459,20.0263,2357.8464,1122.1274,1124.4255,458.9626,7796.7827,96.52,1366.0538,327.9711,124.7538,23535.7846,557.7807,68.9429,714.0217,5234.7341,723.5719,1213.0663,487.5246,2187.459,629.0217,832.5673,145.4366,517.3999,1039.2351,379.025,2459.2909,370.9783,2103.4143,3134.2745,208.4636,214.7078,3851.2804,128.3651,1143.1385,409.3894,1781.3526,2028.2337,145.7649,6918.91,880.1707,961.589,364.084,18892.6461,250.1641,130.0066,172.3572
TCGA-BH-A0H9,276.4148,225.5889,454.6144,973.9028,31.2775,839.0187,865.2136,1108.3961,359.3002,20742.4494,110.6441,1511.0937,383.9312,19.5484,1993.94,1095.4941,11.3381,791.4104,6689.4732,1202.6195,1219.8221,506.6953,4266.6406,696.3151,930.8963,280.7155,690.4506,1354.4756,452.296,1699.9316,401.1338,286.189,2238.6863,107.1254,245.5283,7645.0005,71.5473,1249.5357,222.8521,1124.4258,5346.105,372.5931,5907.5359,1022.7739,1805.4931,423.419,19121.4935,240.8367,163.0339,225.5889
