PATIENT_ID,UBE2T,PTTG1,PGR,MKI67,MIA,MAPT,KRT17,KRT14,KIF2C,ESR1,CCNE1,CENPF,CEP55,FGFR4,MMP11,SFRP1,TMEM45B,TYMS,ERBB2,BCL2,CCNB1,CDC20,NAT1,RRM2,UBE2C,ACTR3B,ANLN,BAG1,BIRC5,BLVRA,CDC6,CDH3,CXXC5,EGFR,EXO1,FOXA1,FOXC1,GPR160,GRB7,KRT5,MDM2,MELK,MLPH,MYBL2,MYC,PHGDH,SLC39A6,NUF2,ORC6,NDC80
TCGA-3C-AAAU,318.4648,383.6053,2273.2731,2582.8732,5.8006,7988.1575,0.6893,0,656.2304,3457.962,163.3683,1824.9685,319.8434,67.8978,11505.4008,473.2166,2.4126,493.1137,7113.4134,2315.7626,1282.8201,603.1529,8014.6963,1477.2077,555.59,359.8238,828.2151,1890.5708,390.7983,850.618,488.0369,129.5917,1855.2984,53.0775,198.5235,5448.3667,19.6456,1347.616,807.8803,1.3786,14938.2027,264.3533,6067.0292,749.9776,2223.7387,741.3611,90765.9008,295.028,206.106,353.9646
TCGA-3C-AALI,1004.3502,553.0179,27.1887,2285.4812,8.4611,190.3208,616.0957,312.6699,830.8864,68.5155,227.8412,2230.5601,572.5938,2193.5835,9584.5568,101.6857,799.3475,719.3203,194624.7961,264.8178,1877.6509,648.7221,571.5063,3219.1408,1351.2779,144.6438,1566.0685,728.0261,859.4943,1873.3007,553.0179,812.9418,982.5992,73.9532,493.2028,6049.4834,52.2023,3778.1403,26621.6259,394.7798,922.2403,487.7651,17575.3127,4292.5503,176.7265,759.652,1699.2931,494.2904,475.2583,293.6378
TCGA-3C-AALJ,757.0263,802.3572,473.835,949.2294,1.9583,2932.0036,7.2529,2.7199,728.0145,7482.3209,178.6038,1598.3681,325.476,33.5449,14854.9411,67.0898,5.4397,667.0172,11070.7162,2538.5313,1822.3028,873.9801,1205.8024,1305.5304,1195.8296,153.2185,637.3527,1869.7189,744.4606,2153.2185,925.6573,329.1024,2165.9112,45.3309,159.5648,4620.1269,159.5648,535.8114,1256.573,2.7199,1794.1976,546.6908,5097.0082,2933.8169,1214.8685,106.981,15816.8631,472.3481,368.087,484.1342
TCGA-3C-AALK,373.1899,311.957,2236.4626,1139.429,158.2499,2402.1514,5433.5954,4697.559,301.6136,2485.3124,44.2698,1614.398,290.8564,163.8395,8525.4448,1236.657,532.4783,724.6918,36022.7555,2172.1142,827.0583,539.0981,1152.6686,909.3918,496.897,135.2917,631.7749,1651.1585,522.019,1327.2652,183.2851,1001.2412,1822.5072,254.0257,120.8109,7352.0894,266.446,662.3914,1992.5528,3429.458,1591.2288,245.7592,10655.3579,503.5168,1405.8751,694.6628,19032.6851,158.8746,64.1291,183.6988
TCGA-4H-AAAK,192.3404,257.8723,4425.1915,1206.383,131.2298,7789.3617,2997.8723,2896.5957,331.4894,5518.2979,56.5957,1109.3617,207.234,781.2766,32954.0426,1531.9149,385.1064,675.7234,12236.5957,1575.3191,647.6596,389.3617,130.6383,384.2553,322.1277,235.3191,359.5745,2154.4979,202.9617,651.0638,399.5745,590.6383,703.4043,164.2511,84.6809,6799.5745,150.2128,744.6809,1039.5745,2734.4681,1226.383,245.5319,6126.8085,481.7021,4137.4468,626.383,3834.8936,122.5532,60.4255,177.8723
TCGA-5L-AAT0,198.8561,137.2635,734.7998,503.8862,116.7444,6458.425,1716.9673,2952.3391,126.1182,6592.1689,50.4473,695.7032,86.2297,59.8328,31196.3631,1762.1352,333.1867,326.1886,9411.9372,2114.6796,381.8742,214.6942,769.6143,315.0022,170.6995,197.0963,114.9729,1504.5608,111.7818,1200.7626,171.2861,753.1896,1210.1481,97.9381,56.8998,6281.2729,177.7387,708.6083,729.1392,2807.4498,1326.8808,102.0678,9147.3823,201.7891,1586.1563,476.3162,2687.7841,58.073,44.5813,90.9224
TCGA-5L-AAT1,171.1491,102.6895,36.6748,194.784,68.4597,1851.6707,1164.6292,2149.1443,60.3097,4309.6985,32.5998,315.4034,46.4548,2004.89,42311.3284,715.5664,1163.8142,269.2665,13189.0791,842.7058,312.9584,349.6333,2510.1874,159.7392,75.7946,158.1092,263.2437,1695.8517,50.057,1266.5037,61.1247,1036.6748,415.6479,52.1597,11.4099,6867.9707,155.6642,1260.7987,1028.5249,2023.6349,1678.0766,89.6496,8296.6585,78.2396,1141.8093,414.0179,4236.3488,53.7897,35.0448,45.6398
TCGA-5T-A9QA,739.5397,212.3431,108.7866,953.9749,10.3452,449.2678,6.2762,2.6151,504.7071,3557.0084,134.9372,1946.6527,606.6946,3701.8828,1192.4686,12.5523,3269.3515,1123.7552,11993.2008,1389.1213,1023.0126,518.3054,886.5063,687.7615,1041.318,273.0126,438.8075,7175.2354,412.568,1423.1172,752.0921,448.2218,542.364,14.1213,350.4184,8191.4226,81.0669,1900.6276,1712.8661,2.6151,1882.3222,329.4979,20887.0293,904.8117,1612.9707,38.1799,16254.7071,525.1046,168.41,259.9372
TCGA-A1-A0SB,102.7143,159.4774,9.4605,1583.5117,2337.2812,1341.5925,11574.7269,9949.3186,229.3051,860.4573,57.2137,988.8501,134.6999,38.7431,243.2706,18383.6018,40.5451,577.1596,6711.5666,2536.7722,409.9561,267.5977,58.1147,341.4799,128.3928,886.5863,499.6058,1087.9423,131.5644,521.6804,234.7111,2504.3361,94.1547,3690.4696,96.4073,535.6459,2276.833,109.4718,453.6547,38415.5873,2412.4338,130.6453,348.6879,392.3865,7752.2243,4744.6785,2906.6336,65.7732,84.2437,91.4517
TCGA-A1-A0SD,131.6682,199.4872,716.7612,1478.7859,95.2775,2173.1867,6636.6719,4230.5847,136.6306,9728.2276,34.7366,1057.977,245.8027,889.9181,7107.4353,1673.9724,303.3661,200.7874,12986.5189,2010.0901,609.7097,176.6603,1832.4374,490.9437,340.0877,184.6001,421.1397,7259.7668,167.2219,1131.7509,158.1341,2253.9079,797.2872,362.5837,70.4656,8118.4352,257.3815,1271.6897,788.0242,6338.9298,2132.8261,182.2843,9514.1841,398.3128,2210.9007,302.0428,79328.7569,116.4503,43.6688,85.3527
TCGA-A1-A0SE,481.448,346.195,7168.0757,1959.6874,113.7408,7106.2114,1955.4093,3470.1769,474.5372,4412.0115,36.1991,3422.4599,353.1057,91.8141,6337.8034,8650.9255,82.9288,411.3007,9311.0654,2069.2719,1075.7713,611.7647,4014.8087,512.3817,454.7923,197.7787,629.8643,1897.6026,274.5932,1913.6158,328.4245,1484.8211,995.8042,578.8564,289.2637,7791.3616,320.5265,1132.0444,515.6726,6042.9453,2167.9967,258.3299,5665.4875,675.2777,2149.5681,1620.074,33040.2304,210.942,39.1608,217.1946
TCGA-A1-A0SF,200.0645,203.4917,7068.2822,1328.0511,159.2547,5253.0848,3259.2945,5933.3897,359.859,7895.9065,64.6889,1389.3128,227.4823,385.5632,1715.7564,3628.5784,87.3943,401.6669,7976.8748,2044.3419,716.2908,590.7685,8094.6858,502.089,412.1242,268.1806,323.8731,1538.6115,116.6671,1957.376,270.3227,1255.6509,1048.732,243.3332,138.3744,6637.2568,143.0868,1853.2739,536.7897,6379.7862,1920.5333,204.7769,7970.0203,764.272,1777.4465,350.8625,12656.3271,136.2323,38.1279,160.6513
TCGA-A1-A0SG,134.6413,135.3614,15002.0844,836.6484,8.2801,4010.0801,914.4091,828.7283,239.4024,16508.6851,19.0802,900.009,178.5618,989.2899,16264.6026,348.8435,502.565,387.6159,10661.1466,1690.2169,534.6053,353.5235,146.1615,295.563,198.362,141.4814,354.6035,2677.6492,141.5462,767.5277,181.8018,513.3651,1765.4577,144.3614,86.0409,5916.6592,80.2808,784.0878,401.044,963.0096,5072.8107,123.1212,9134.3713,281.1628,435.2444,78.4808,19872.9187,70.2007,175.3218,98.641
TCGA-A1-A0SH,148.0726,67.5355,4629.3084,961.7494,79.013,594.4572,2468.8393,3150.6954,163.241,1288.9537,29.2534,1080.2075,186.3548,1556.5678,14112.7609,2604.2715,292.1725,250.5785,17990.8177,1232.6139,410.2694,162.1575,414.6032,220.6642,133.2653,122.4307,251.0011,1647.8455,169.7309,1432.3313,144.461,1028.5627,482.8611,457.9415,81.2593,5649.1493,200.0786,2814.4624,389.6837,2662.7783,2287.9018,98.2335,1987.4229,221.7477,665.9654,353.2073,13658.0697,44.0606,39.7268,79.0924
TCGA-A1-A0SI,641.2596,293.1136,327.7369,3449.382,8.5697,1929.9588,1190.9947,599.4703,774.5733,4144.4968,155.0912,4181.2831,595.6445,259.8587,12330.1942,639.1995,321.3655,584.2613,4482.9311,449.0877,1484.1083,903.1783,987.3455,1068.5697,836.3743,145.6739,1084.7557,758.6963,381.3243,1495.5856,317.2454,501.1772,381.6951,263.6816,538.8464,5241.6127,113.5962,3643.3196,244.8499,503.8258,1433.4903,560.0353,4563.5668,2417.01,418.7758,2659.7999,3310.1825,416.1271,93.2902,217.4809
TCGA-A1-A0SJ,477.0005,423.9598,3781.2346,2646.9136,66.6484,223.5025,3938.9118,3616.278,576.1317,4684.7737,92.5469,1414.1747,303.9781,175.583,4959.1221,2035.6653,680.3841,690.7581,9313.946,3178.7837,1596.342,751.7147,287.5171,1541.4723,1468.6786,106.813,1078.0064,727.4842,330.8093,3257.4303,540.6493,958.3905,2396.7078,384.0878,197.5309,6376.5889,215.8208,892.1811,930.9556,5121.1706,18695.9305,282.0302,4377.8692,2675.4458,1566.7124,367.2611,74380.9785,329.2181,176.3146,135.3452
TCGA-A1-A0SK,1532.619,1117.5544,6.9335,8936.653,17.8884,163.8828,411.5979,28.9946,1798.9285,7.2487,551.8437,5741.5695,888.4337,15.1276,2159.1554,6953.6716,244.5635,5469.8078,303.4983,5259.6911,1981.7208,2211.1566,5.0425,3190.041,2815.0016,935.3924,2783.1705,1411.8216,679.231,292.1525,1649.543,798.2981,511.1882,353.2934,320.2017,2010.0851,78.7898,73.7472,718.2477,1818.1532,2091.3962,1235.739,261.2669,4219.9811,5105.8935,8397.4157,4223.4478,1012.6064,336.59,1376.3
TCGA-A1-A0SM,398.9899,329.2298,87.7525,1370.2652,10.7323,432.4495,673.2955,425.1894,600.0631,5511.9949,106.6919,2139.8359,392.6768,224.1162,15316.9192,285.9848,436.2374,511.1648,184552.7146,371.8434,972.5379,695.0758,1191.9192,1030.6187,645.5177,132.2601,814.7096,1510.1168,597.4842,1248.4217,6919.5076,734.5328,1296.4015,181.5025,263.5732,11650.2525,121.2121,1339.3308,7674.2424,656.25,2040.7197,352.5884,8779.0404,500.6313,449.4949,1065.3409,9241.7929,226.9571,60.6061,281.5657
TCGA-A1-A0SN,313.6626,558.6915,1395.4362,3234.7659,15.7409,366.9019,652.3412,459.5895,533.3547,12718.73,125.7216,2941.95,460.8724,127.9666,10105.1956,364.6568,46.5042,746.3631,152909.5574,545.8627,2553.56,715.2021,4203.9769,3035.9205,672.5465,112.8929,1330.34,1930.5773,152.245,3218.0885,12312.3797,339.6408,2935.5356,175.4298,499.3586,7990.0577,127.9666,1582.1039,10688.5824,828.7364,2808.2104,471.7768,4652.662,2274.535,1158.7556,357.2803,36420.4618,334.5093,81.1418,264.5927
TCGA-A1-A0SO,525.2966,760.2337,11.6252,11823.635,244.3535,131.9325,50.0154,74.6175,1778.9253,14.5991,288.7374,6989.9868,1610.2248,501.7759,1004.6332,5437.0769,1.0814,3241.0937,9483.4561,65.9662,1770.274,1645.1004,59.4777,6581.2125,958.1324,42.1751,2311.7918,359.2591,1585.3144,536.9218,1590.489,541.2475,27.8464,731.3059,1282.8268,3248.0256,658.0401,367.4103,825.6592,120.5776,1248.2216,1032.4796,281.1675,3400.5049,3414.0226,4497.3286,3712.2223,865.6715,212.2274,913.2537
TCGA-A1-A0SP,556.3663,875.5928,32.4699,3132.7982,650.135,31.3754,32792.4115,2476.4684,2044.8741,129.8796,472.4553,7062.7508,1103.9767,124.0423,2720.9048,2839.1098,95.2207,2471.6527,3113.4622,2891.2806,1873.7687,3120.0292,28.4568,2275.8117,2485.5892,743.1594,4599.4163,3740.3831,1441.4922,569.1354,644.6552,2345.8592,396.9354,893.1011,534.4765,834.367,1884.7136,209.0478,245.8957,32219.9927,1454.2138,831.8132,95.2207,4866.8369,4907.6979,8158.3364,3150.6749,408.2452,176.9427,801.1675
TCGA-A1-A0SQ,340.8976,215.4312,8382.3661,1373.6762,10.5537,5474.5335,530.5093,803.2274,374.3822,12833.888,31.8709,1556.0262,246.0918,3345.2345,591.0237,617.65,121.0287,594.7191,5585.0731,2696.5204,806.4549,361.4725,155.7237,707.2113,652.3449,152.0928,557.1357,3291.9254,249.1256,1010.1866,328.3913,289.2587,1411.1952,109.7327,159.7579,13808.1694,78.6687,2792.5366,517.1962,851.2355,2401.2103,177.5088,17134.0393,449.8235,999.6974,104.8916,25623.8023,128.6939,125.063,203.3283
TCGA-A2-A04N,141.046,140.2536,17049.3899,732.9635,16.0182,6339.5404,791.9968,720.6815,209.1918,14974.6434,25.3566,785.6577,167.9873,118.0666,15700.4754,323.2964,496.4342,394.2829,6032.4881,1459.1918,469.8891,303.0903,1411.6482,221.87,232.1712,215.1347,443.7401,1270.8003,139.9802,951.2678,206.8146,684.6276,1003.1696,89.1442,61.0143,11143.4231,97.0681,1324.8811,417.9873,653.7242,2200.0792,159.271,6931.8542,132.3296,1467.9081,206.0222,11158.8748,99.4453,75.2773,150.5547
TCGA-A2-A04P,804.9793,2025.4149,21.7842,1491.1826,315.4979,96.473,948.1328,440.8714,771.2656,971.9917,392.1162,4151.4523,799.2739,72.0954,5174.2739,5890.5602,9.8548,320.7158,2968.8797,233.9212,1423.7552,2382.2614,76.7635,1142.1162,1816.39,667.5311,834.0249,976.7479,3041.945,692.9461,437.7593,1508.8174,154.5643,575.7158,343.8797,234.4398,6616.7012,717.3237,258.2988,145.2282,753.6307,757.7801,1835.0622,1234.4398,852.6971,5622.4066,468.361,533.7137,543.0498,701.7635
TCGA-A2-A04Q,665.6383,742.3833,124.5661,3718.8585,206.3016,256.074,1922.8693,2801.774,825.2989,129.194,351.3305,3507.9059,681.8357,146.1627,4736.9842,4331.6622,3.4709,1056.1358,3330.8909,492.4798,1371.7702,1141.1492,40.108,966.8338,1291.5542,185.4994,1175.0868,1635.619,826.2553,1838.7968,368.6849,12540.3008,499.4215,578.4805,379.4832,359.0436,3849.2094,254.5314,293.0968,8576.1666,1496.7219,1217.5087,728.8855,1558.0409,2423.0621,1435.0174,2599.3058,563.0544,223.6791,431.5465
TCGA-A2-A04R,876.5734,583.1749,4813.174,3662.0484,19.1542,6491.352,345.9205,549.1261,499.8642,9635.7874,49.262,3349.4521,670.47,3.26,13629.6296,1170.3341,61.5775,1333.2609,7150.9554,5188.4452,1478.5837,458.9333,2292.1308,1014.9416,1373.5398,211.1745,1468.0793,4621.9107,1296.8686,3098.0712,665.7611,297.0207,2262.4287,87.2951,270.9409,9284.0714,85.1218,1336.9555,558.5439,763.1984,3245.1327,617.2236,12022.4577,2017.9299,3549.76,126.4149,178281.2641,465.4532,194.8746,356.7871
TCGA-A2-A04T,1245.5881,822.0464,16.3436,6459.1846,1487.2329,81.3701,3020.4295,1838.8247,2091.976,28.5143,815.4395,7723.5504,1006.6939,137.7032,1849.2567,28738.5899,1.3909,4368.3839,4984.0911,395.0274,2027.2972,1819.6992,26.7756,2023.1244,1431.6265,719.8122,1485.8733,671.0319,1153.3374,295.2273,666.261,7081.2831,62.5924,393.2783,1361.384,11.823,2266.8869,83.4565,410.3277,9999.8261,4046.9443,728.5056,36.8599,3112.9271,2826.7409,4229.8531,3957.924,990.3503,557.4198,769.1906
TCGA-A2-A04U,1092.0899,4268.6063,7.7932,3191.0638,3692.8328,219.7688,8560.5923,661.9041,1015.7163,6.7541,713.3394,6379.5298,765.8137,234.3161,7577.6075,11376.5424,8.3128,1209.5701,2076.6333,611.508,2512.0145,2323.9382,78.9713,1492.1418,4394.3369,873.3602,675.4124,1743.5719,2058.6674,371.9964,625.5358,1258.3452,66.5021,48.8375,612.5471,55.0721,1335.7579,192.7523,111.7028,3104.8188,1770.6196,990.778,20.7819,1723.8602,3018.5738,15902.325,2234.0564,791.2716,965.3202,866.0865
TCGA-A2-A04V,234.671,456.7122,132.0024,1594.6221,5.3331,5036.0562,22.0004,0.4074,477.4903,13716.4392,44.8156,1658.1789,407.0075,75.3718,17490.3239,94.5203,168.2624,845.6875,10305.5612,4114.4836,1152.5769,591.1591,2473.8236,397.2296,859.2381,155.6325,414.7484,4309.672,429.0609,636.3822,388.2664,561.0104,781.0145,43.5934,113.6688,13731.921,83.5201,1134.2432,748.0139,4.889,2081.483,326.3394,6437.9711,609.4928,1749.4398,209.8187,9075.9829,251.375,92.4832,390.3035
TCGA-A2-A04W,339.3219,187.4916,32.9596,1888.4236,0.5403,48.0886,66.9999,25.3951,394.975,145.3465,453.8701,1379.9811,329.5961,69.1612,21029.8528,174.5238,1972.1734,122.2423,98169.3908,165.3384,1047.1431,1465.8922,160.4755,1258.9491,890.9901,124.8143,973.6593,1553.8295,416.442,2716.1961,3490.4768,8379.3057,630.5552,195.0561,139.4029,7788.194,186.9512,800.2161,5691.2063,29.7177,1126.5703,707.8212,2951.236,902.3369,861.2725,3205.7274,2515.1965,166.9593,323.6526,46.4676
TCGA-A2-A04X,258.8087,549.3377,1163.2117,2672.7944,4.0407,33.883,263.4946,301.3427,659.6377,1301.2526,133.3694,794.449,604.1272,1375.5069,7072.1817,175.1825,1576.6423,647.9012,67360.1874,484.8157,1440.7498,655.6727,71.7311,3770.7489,1202.4872,92.9981,982.6079,3243.2225,275.5339,3144.9941,396.1431,1446.8775,402.2709,12.2556,235.7394,10212.4899,114.986,2575.4708,3012.3457,324.412,2216.4549,608.4527,14805.8034,1547.4453,646.3008,827.9715,4350.0045,159.6828,299.18,394.7013
TCGA-A2-A04Y,792.5728,487.454,824.8745,2437.9391,7.5309,134.4931,659.7524,631.3148,443.6266,7052.8605,145.8682,1837.7384,550.0167,423.2185,3188.6919,862.8304,182.6698,823.2653,7435.9317,2704.918,1780.5286,716.2931,5110.4048,1513.2151,961.191,137.1696,697.8923,3020.2342,454.4664,1298.093,587.1529,1205.4199,581.4654,87.9893,78.2871,10105.721,158.916,1489.4614,431.2479,560.7226,5961.8602,480.4282,2769.1536,454.6671,1215.1221,491.1342,48117.4272,520.91,230.1773,496.1526
TCGA-A2-A0CK,305.8586,404.4444,2109.6485,1091.3131,149.2364,1891.7172,1347.8788,4081.2121,404.8485,3404.4444,35.1515,1311.9192,211.7172,75.5556,2517.1717,2604.0404,100.6061,586.4687,10546.6667,2711.9192,712.7273,631.1111,2627.4747,433.1313,476.3636,275.9596,197.9798,1833.6566,242.3596,984.2424,250.9091,904.2424,946.2626,65.0505,113.1313,8304.2424,221.4141,760.404,1451.7172,2141.0101,1384.6465,122.8283,6587.4747,514.7475,3161.6162,516.3636,5168.8889,168.8889,53.3333,145.0505
TCGA-A2-A0CL,426.983,384.7294,186.0638,3657.5241,9.0697,934.0252,726.464,685.6931,512.2313,1006.301,153.447,1722.387,455.152,800.593,6204.9666,727.9466,167.5315,623.914,2953.6694,1170.126,730.5411,537.0645,119.7183,3097.4796,971.0897,102.298,692.7354,973.6434,352.0497,940.3262,465.1594,1311.3417,426.2417,327.2795,215.7153,2512.2313,203.4841,656.0415,168.2728,1676.7976,1945.8858,503.3358,1542.9948,4484.0623,1779.0956,1687.1757,6284.6553,245.7376,142.3277,241.6605
TCGA-A2-A0CM,921.6569,861.1976,16.6147,5884.8506,184.5806,35.0756,2956.5017,14238.837,1477.7893,144.456,1686.3967,6778.8162,1717.7801,25.8452,978.4239,3362.6399,0.923,1124.7998,2268.3743,234.4525,2464.0591,3052.9595,55.844,2357.4478,2269.7589,384.9083,1825.3144,1925.8567,994.6233,588.4389,563.5168,13031.4988,95.9963,361.823,500.75,55.3825,3097.727,80.3046,459.2131,12621.6684,2021.9222,1624.5529,26.3067,3274.951,8041.0753,1514.2495,1819.3146,956.2709,371.9857,1054.1133
TCGA-A2-A0CO,45.1175,91.0705,935.5906,350.4961,118.3081,2288.4595,7782.3499,8372.6371,57.2324,6417.9634,22.141,204.282,60.5744,127.8329,1747.8851,3471.5405,187.5718,194.4021,10802.2977,1663.9164,142.4543,83.5509,1366.893,207.624,63.4987,160.4178,52.2193,1669.0339,32.0501,1036.8668,58.0679,1447.5196,1012.6371,359.6867,12.1149,4942.4543,464.1253,1206.0574,716.0313,7551.7493,1247.4151,29.2428,12626.6319,209.7128,5483.4465,922.8198,20524.282,49.7128,22.9765,44.6997
TCGA-A2-A0CP,71.0456,79.7587,9617.1917,191.689,363.4651,5702.4129,3386.059,6705.0938,71.0456,4713.1367,16.0858,189.008,46.2466,356.5684,14679.6247,6241.9571,138.0697,142.0442,6715.1475,1211.126,241.2869,119.3029,1504.0214,80.429,98.5255,382.7078,48.9276,1890.6032,35.7708,1285.5228,67.0241,1801.6086,1000.6702,290.2145,16.0858,3995.9786,236.5952,567.6944,342.4933,5919.571,1747.9893,21.4477,7132.0375,105.2279,1703.0831,730.563,4713.1367,24.7989,16.756,41.555
TCGA-A2-A0CQ,329.0755,413.3988,3708.7593,1130.862,15.2354,3866.3689,539.1693,665.6543,318.3564,15568.736,24.6539,2182.7602,321.5721,23.582,10630.8173,109.6918,304.4216,423.1568,6706.9227,2058.7762,856.0965,443.0549,14626.5297,509.5132,525.5918,180.0804,493.0773,2321.4614,302.4029,2907.0121,263.3318,507.7267,721.7508,13.2202,122.912,10334.6137,34.301,610.2724,362.3046,519.5176,1423.1353,158.9996,8471.2818,144.7075,429.1201,2117.7311,42582.2242,237.2488,33.2291,266.5476
TCGA-A2-A0CR,174.3395,566.715,2105.6515,714.3016,809.6533,1287.7048,6690.0011,14029.2052,306.3204,2435.403,46.8175,304.5368,105.228,61.9775,6337.3091,4135.5479,517.668,769.7158,4772.7121,1079.4783,490.0234,532.828,2558.4662,543.0833,462.8247,171.6643,90.068,2471.8359,185.4643,1812.9528,86.5009,1979.7124,781.1838,82.0421,40.5752,2851.856,171.6643,557.3515,782.9673,5837.0304,983.168,102.1068,8076.2457,653.6618,1596.7005,2533.0509,3043.139,66.4363,36.5623,136.8855
TCGA-A2-A0CS,290.263,214.5824,3296.7836,632.6719,9.4047,5411.1675,115.3669,153.6687,95.9852,17723.1195,27.688,747.5773,147.2081,41.9935,18826.0268,149.5155,220.5814,343.4287,8891.0937,2762.3443,727.7342,169.82,15988.0018,247.3466,300.8768,210.4292,245.0392,2257.102,142.0858,952.0074,160.5907,55.3761,706.5067,23.5348,73.3733,10951.5459,62.2981,1254.73,504.3839,93.6779,1784.9562,178.1264,4719.4278,356.7144,331.3336,100.1384,30797.8772,84.4485,39.6862,109.3678
TCGA-A2-A0CT,419.7324,320.2341,35.5351,1249.1639,1.2542,33.8629,3664.7157,1256.2709,380.4348,13703.1773,69.8161,1610.3679,236.204,4476.1706,4006.2709,239.1304,385.0334,836.1789,14644.6488,1681.8562,1166.388,406.3545,9074.8328,966.1371,1213.6288,112.4582,847.408,1017.4206,422.291,3191.0535,760.4515,584.0301,945.6522,80.6856,185.2007,8184.7826,73.9967,1927.2575,802.6756,9803.9298,2486.204,272.5753,5959.8662,514.6321,4670.9866,151.7559,17754.5987,282.1906,236.204,251.6722
TCGA-A2-A0CU,314.2421,290.5689,332.5697,1597.1745,2.352,9948.0718,77.5105,112.2566,473.4632,30151.2027,105.0019,1670.8667,317.6785,54.2192,1972.8904,618.5567,20.6186,496.3574,13135.9297,1557.8465,1080.5651,426.4987,206.1856,1310.8057,469.6449,248.1863,1179.076,1545.3226,338.7476,1056.8919,667.8121,310.4238,1961.0538,154.6354,112.6384,6054.2192,219.5494,816.7239,827.415,91.2562,4040.8553,273.3868,6046.5827,608.2474,1247.0409,794.5781,26627.7205,116.4567,77.5105,150.0573
TCGA-A2-A0CV,121.2011,45.8444,3291.8189,73.9241,162.0456,2795.6479,4022.5583,5008.2126,14.3264,9631.3323,11.1746,199.7096,17.4782,6.5901,2460.4109,4566.6739,158.1631,127.4101,5317.0891,3491.9095,347.8443,79.3681,12350.4775,53.8672,36.6755,269.3358,207.4458,3489.8265,8.4927,1052.9882,36.962,1853.5458,304.5786,238.6773,4.5844,4942.3113,262.1726,1816.8703,796.2597,3450.6496,2350.9574,90.8292,3519.4162,31.8045,2062.4243,517.182,34464.3764,23.7818,9.7419,22.6357
TCGA-A2-A0CW,857.8819,721.9428,2798.951,2482.5406,4.7219,57.4795,122.144,196.58,926.8573,19149.5905,691.4787,3269.4353,1078.0285,516.4535,1406.5239,207.7885,75.873,597.4881,8441.7301,2312.6886,2582.555,1545.337,7301.3364,2339.704,4912.2,242.5636,859.0315,908.188,1652.2259,2055.7551,813.91,1345.883,1594.7694,56.3299,420.7501,8915.6488,37.6491,1270.0101,620.4914,210.6625,1703.9805,1209.0818,1787.6132,5451.9327,711.5965,320.7357,40771.95,492.5995,399.7701,636.8731
TCGA-A2-A0CX,929.0687,353.143,54.0813,2612.4508,24.2155,183.2308,1000.1009,933.5082,496.4181,257.4917,208.2535,4011.7042,654.2226,889.9203,10903.8442,125.5171,257.8953,380.5509,104757.9457,161.8404,1048.1283,552.1138,2051.458,2369.4884,913.3286,198.1637,923.4184,846.9821,417.9397,877.4089,812.4306,1142.1653,343.0532,106.1447,743.82,6526.8893,102.916,443.5476,7976.1881,1090.5055,1710.0192,346.2819,2944.2034,2140.6518,3121.3803,6079.3058,13911.4116,421.7536,304.7119,216.3253
TCGA-A2-A0CY,473.9104,429.7115,131.3689,1861.8785,15.9607,573.3579,498.4653,211.7864,401.4733,18154.6961,177.4095,1896.8692,402.701,313.0755,1475.752,77.3481,412.523,537.1332,4693.6771,95.1504,1014.1191,697.9742,124.0025,777.1639,1289.7483,265.1934,439.5335,1540.9515,783.9104,3244.9355,298.9564,1588.0909,422.345,372.6212,313.6894,9169.4291,93.3088,550.6446,1190.3008,173.1123,1915.8993,181.7066,2885.8195,3165.132,5699.8158,5622.4678,4089.6255,435.2363,152.8545,257.8269
TCGA-A2-A0CZ,79.0476,188.0952,372.1238,429.5238,89.581,1261.9048,2488.5714,3707.1429,115.2381,1950,19.5238,312.381,83.8095,377.619,28162.381,8246.1905,323.3333,143.6952,6670.9524,1192.8571,191.9048,186.1905,146.1905,136.6667,110.9524,211.4286,152.381,1365.6238,124.8952,1219.0476,77.619,1827.619,596.1905,720,15.2381,4323.8095,434.7619,631.4286,476.1905,4949.5238,4774.7619,50.9524,5281.9048,97.1429,2374.7619,944.7619,4162.381,39.5238,15.2381,70.9524
TCGA-A2-A0D0,574.9588,2185.7496,3.2949,5525.9473,792.4341,77.0181,3688.2208,790.3624,3660.626,6.1779,829.4893,8235.173,1672.9819,609.9671,319.1928,19074.1351,2.0593,1867.1129,2520.1812,185.3377,2505.7661,6021.0049,46.5404,1963.7562,8215.8155,793.6573,1734.3493,1024.584,2043.9168,782.9489,975.2883,9423.3937,156.0956,291.598,1143.3278,45.3048,381.3839,71.6639,417.2158,10940.6919,1263.5914,1189.4563,117.3806,15381.7957,3435.3377,4018.5338,1285.4201,1223.229,500.4119,1427.9242
TCGA-A2-A0D1,610.2413,524.5438,15.0677,3634.1377,3.3384,1755.3855,135.1383,24.485,858.8582,58.8582,67.8046,2796.9394,824.9559,5236.9629,13550.0883,45.6739,3765.0383,366.917,85795.8799,1708.299,1095.7034,975.1619,10.8299,1657.4456,917.2454,1254.3849,210.4768,1227.4891,254.7852,184.1083,3446.7334,89.9353,85.2266,27157.9517,308.4167,9026.957,26.3685,2480.0471,6419.7763,30.1354,668.6286,778.3402,4643.2019,2134.9029,135.1383,5500.1766,2794.1142,316.4214,607.4161,319.2466
